cultivar,exp,dai,isolate,species,genotype,spike,spikelets,above,central,below,total,sev
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,4,18,0,1,1,2,11.111
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,5,18,0,1,1,2,11.111
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,6,18,1,1,0,2,11.111
BRS Guamirim,1,4,715-33,F. cortaderiae,NIV,7,13,1,1,1,3,23.077
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,1,14,0,1,0,1,7.143
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,2,17,1,1,0,2,11.765
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,3,20,0,1,1,2,10
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,4,18,0,1,1,2,11.111
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,5,18,0,1,2,3,16.667
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,6,18,1,1,0,2,11.111
BRS Guamirim,1,7,715-33,F. cortaderiae,NIV,7,13,1,1,1,3,23.077
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,1,14,0,1,0,1,7.143
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,2,17,1,1,0,2,11.765
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,3,20,0,1,1,2,10
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,4,18,0,1,1,2,11.111
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,5,18,1,1,2,4,22.222
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,6,18,1,1,0,2,11.111
BRS Guamirim,1,11,715-33,F. cortaderiae,NIV,7,13,1,1,1,3,23.077
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,1,14,0,1,0,1,7.143
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,2,17,2,1,0,3,17.647
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,3,20,0,1,1,2,10
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,4,18,0,1,1,2,11.111
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,5,18,1,1,2,4,22.222
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,6,18,1,1,1,3,16.667
BRS Guamirim,1,17,715-33,F. cortaderiae,NIV,7,13,1,1,1,3,23.077
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,1,14,0,1,1,2,14.286
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,2,17,2,1,3,6,35.294
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,3,20,0,1,1,2,10
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,4,18,0,1,5,6,33.333
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,5,18,1,1,3,5,27.778
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,6,18,3,1,4,8,44.444
BRS Guamirim,1,24,715-33,F. cortaderiae,NIV,7,13,3,1,3,7,53.846
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,1,11,1,1,0,2,18.18
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,2,16,0,1,0,1,6.25
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,3,14,0,1,0,1,7.14
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,4,15,0,1,0,1,6.67
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,5,17,0,1,0,1,5.88
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,6,14,0,1,0,1,7.14
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,7,11,0,1,0,1,9.09
BRS Guamirim,2,4,715-33,F. cortaderiae,NIV,8,17,0,1,0,1,5.88
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,1,11,1,1,0,2,18.18
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,2,16,1,1,0,2,12.5
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,3,14,0,1,1,2,14.29
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,4,15,0,1,0,1,6.67
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,5,17,1,1,0,2,11.76
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,6,14,0,1,0,1,7.14
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,7,11,1,1,1,3,27.27
BRS Guamirim,2,7,715-33,F. cortaderiae,NIV,8,17,0,1,0,1,5.88
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,1,11,2,1,0,3,27.27
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,2,16,1,1,0,2,12.5
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,3,14,0,1,1,2,14.29
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,4,15,0,1,0,1,6.67
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,5,17,1,1,0,2,11.76
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,6,14,0,1,0,1,7.14
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,7,11,1,1,1,3,27.27
BRS Guamirim,2,11,715-33,F. cortaderiae,NIV,8,17,0,1,0,1,5.88
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,1,11,2,1,2,5,45.45
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,2,16,1,1,1,3,18.75
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,3,14,2,1,1,4,28.57
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,4,15,2,1,2,5,33.33
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,5,17,2,1,1,4,23.53
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,6,14,0,1,1,2,14.29
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,7,11,2,1,1,4,36.36
BRS Guamirim,2,17,715-33,F. cortaderiae,NIV,8,17,1,1,1,3,17.65
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,1,11,3,1,3,7,63.64
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,2,16,1,1,2,4,25
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,3,14,3,1,2,6,42.86
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,4,15,3,1,2,6,40
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,5,17,2,1,2,5,29.41
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,6,14,2,1,2,5,35.71
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,7,11,3,1,2,6,54.55
BRS Guamirim,2,24,715-33,F. cortaderiae,NIV,8,17,1,1,2,4,23.53
BRS 194,1,4,09tr006,F. graminearum,15-ADON,1,19,0,1,0,1,5.26
BRS 194,1,4,09tr006,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS 194,1,4,09tr006,F. graminearum,15-ADON,3,19,1,1,0,2,10.53
BRS 194,1,4,09tr006,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,4,09tr006,F. graminearum,15-ADON,5,19,1,1,0,2,10.53
BRS 194,1,7,09tr006,F. graminearum,15-ADON,1,19,0,1,0,1,5.26
BRS 194,1,7,09tr006,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS 194,1,7,09tr006,F. graminearum,15-ADON,3,19,1,1,0,2,10.53
BRS 194,1,7,09tr006,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,7,09tr006,F. graminearum,15-ADON,5,19,1,1,0,2,10.53
BRS 194,1,11,09tr006,F. graminearum,15-ADON,1,19,0,1,0,1,5.26
BRS 194,1,11,09tr006,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS 194,1,11,09tr006,F. graminearum,15-ADON,3,19,2,1,0,3,15.79
BRS 194,1,11,09tr006,F. graminearum,15-ADON,4,18,0,1,0,1,5.56
BRS 194,1,11,09tr006,F. graminearum,15-ADON,5,19,2,1,0,3,15.79
BRS 194,1,15,09tr006,F. graminearum,15-ADON,1,19,0,1,1,2,10.53
BRS 194,1,15,09tr006,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS 194,1,15,09tr006,F. graminearum,15-ADON,3,19,2,1,0,3,15.79
BRS 194,1,15,09tr006,F. graminearum,15-ADON,4,18,0,1,1,2,11.11
BRS 194,1,15,09tr006,F. graminearum,15-ADON,5,19,2,1,0,3,15.79
BRS 194,1,19,09tr006,F. graminearum,15-ADON,1,19,0,1,1,2,10.53
BRS 194,1,19,09tr006,F. graminearum,15-ADON,2,18,0,1,3,4,22.22
BRS 194,1,19,09tr006,F. graminearum,15-ADON,3,19,2,1,2,5,26.32
BRS 194,1,19,09tr006,F. graminearum,15-ADON,4,18,0,1,1,2,11.11
BRS 194,1,19,09tr006,F. graminearum,15-ADON,5,19,4,1,0,5,26.32
BRS 194,2,4,09tr006,F. graminearum,15-ADON,1,18,1,1,0,2,11.11
BRS 194,2,4,09tr006,F. graminearum,15-ADON,2,20,1,1,0,2,10
BRS 194,2,4,09tr006,F. graminearum,15-ADON,3,21,0,1,0,1,4.76
BRS 194,2,4,09tr006,F. graminearum,15-ADON,4,14,0,1,0,1,7.14
BRS 194,2,7,09tr006,F. graminearum,15-ADON,1,18,1,1,1,3,16.67
BRS 194,2,7,09tr006,F. graminearum,15-ADON,2,20,1,1,1,3,15
BRS 194,2,7,09tr006,F. graminearum,15-ADON,3,21,1,1,1,3,14.29
BRS 194,2,7,09tr006,F. graminearum,15-ADON,4,14,0,1,0,1,7.14
BRS 194,2,11,09tr006,F. graminearum,15-ADON,1,18,1,1,1,3,16.67
BRS 194,2,11,09tr006,F. graminearum,15-ADON,2,20,1,1,1,3,15
BRS 194,2,11,09tr006,F. graminearum,15-ADON,3,21,1,1,1,3,14.29
BRS 194,2,11,09tr006,F. graminearum,15-ADON,4,14,1,1,0,2,14.29
BRS 194,2,20,09tr006,F. graminearum,15-ADON,1,18,1,1,1,3,16.67
BRS 194,2,20,09tr006,F. graminearum,15-ADON,2,20,1,1,1,3,15
BRS 194,2,20,09tr006,F. graminearum,15-ADON,3,21,1,1,1,3,14.29
BRS 194,2,20,09tr006,F. graminearum,15-ADON,4,14,1,1,0,2,14.29
BRS Guamirim,1,4,09tr006,F. graminearum,15-ADON,1,21,0,1,0,1,4.762
BRS Guamirim,1,4,09tr006,F. graminearum,15-ADON,2,19,1,1,0,2,10.526
BRS Guamirim,1,4,09tr006,F. graminearum,15-ADON,3,15,0,1,0,1,6.667
BRS Guamirim,1,4,09tr006,F. graminearum,15-ADON,4,17,0,1,0,1,5.882
BRS Guamirim,1,4,09tr006,F. graminearum,15-ADON,5,17,0,1,0,1,5.882
BRS Guamirim,1,4,09tr006,F. graminearum,15-ADON,6,17,0,1,0,1,5.882
BRS Guamirim,1,7,09tr006,F. graminearum,15-ADON,1,21,0,1,0,1,4.762
BRS Guamirim,1,7,09tr006,F. graminearum,15-ADON,2,19,1,1,0,2,10.526
BRS Guamirim,1,7,09tr006,F. graminearum,15-ADON,3,15,0,1,0,1,6.667
BRS Guamirim,1,7,09tr006,F. graminearum,15-ADON,4,17,0,1,0,1,5.882
BRS Guamirim,1,7,09tr006,F. graminearum,15-ADON,5,17,0,1,0,1,5.882
BRS Guamirim,1,7,09tr006,F. graminearum,15-ADON,6,17,0,1,0,1,5.882
BRS Guamirim,1,11,09tr006,F. graminearum,15-ADON,1,21,0,1,0,1,4.762
BRS Guamirim,1,11,09tr006,F. graminearum,15-ADON,2,19,2,1,0,3,15.789
BRS Guamirim,1,11,09tr006,F. graminearum,15-ADON,3,15,0,1,1,2,13.333
BRS Guamirim,1,11,09tr006,F. graminearum,15-ADON,4,17,0,1,0,1,5.882
BRS Guamirim,1,11,09tr006,F. graminearum,15-ADON,5,17,0,1,0,1,5.882
BRS Guamirim,1,11,09tr006,F. graminearum,15-ADON,6,17,0,1,0,1,5.882
BRS Guamirim,1,17,09tr006,F. graminearum,15-ADON,1,21,2,1,3,6,28.571
BRS Guamirim,1,17,09tr006,F. graminearum,15-ADON,2,19,2,1,3,6,31.579
BRS Guamirim,1,17,09tr006,F. graminearum,15-ADON,3,15,0,1,1,2,13.333
BRS Guamirim,1,17,09tr006,F. graminearum,15-ADON,4,17,0,1,0,1,5.882
BRS Guamirim,1,17,09tr006,F. graminearum,15-ADON,5,17,0,1,1,2,11.765
BRS Guamirim,1,17,09tr006,F. graminearum,15-ADON,6,17,0,1,0,1,5.882
BRS Guamirim,1,24,09tr006,F. graminearum,15-ADON,1,21,2,1,5,8,38.095
BRS Guamirim,1,24,09tr006,F. graminearum,15-ADON,2,19,2,1,4,7,36.842
BRS Guamirim,1,24,09tr006,F. graminearum,15-ADON,3,15,2,1,3,6,40
BRS Guamirim,1,24,09tr006,F. graminearum,15-ADON,4,17,2,1,1,4,23.529
BRS Guamirim,1,24,09tr006,F. graminearum,15-ADON,5,17,1,1,2,4,23.529
BRS Guamirim,1,24,09tr006,F. graminearum,15-ADON,6,17,2,1,2,5,29.412
BRS Guamirim,2,4,09tr006,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,4,09tr006,F. graminearum,15-ADON,2,13,0,1,0,1,7.69
BRS Guamirim,2,4,09tr006,F. graminearum,15-ADON,3,16,0,1,0,1,6.25
BRS Guamirim,2,4,09tr006,F. graminearum,15-ADON,4,16,1,1,0,2,12.5
BRS Guamirim,2,4,09tr006,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,2,4,09tr006,F. graminearum,15-ADON,6,17,0,1,0,1,5.88
BRS Guamirim,2,7,09tr006,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,7,09tr006,F. graminearum,15-ADON,2,13,1,1,0,2,15.38
BRS Guamirim,2,7,09tr006,F. graminearum,15-ADON,3,16,0,1,0,1,6.25
BRS Guamirim,2,7,09tr006,F. graminearum,15-ADON,4,16,1,1,0,2,12.5
BRS Guamirim,2,7,09tr006,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,2,7,09tr006,F. graminearum,15-ADON,6,17,2,1,0,3,17.65
BRS Guamirim,2,11,09tr006,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,11,09tr006,F. graminearum,15-ADON,2,13,1,1,1,3,23.08
BRS Guamirim,2,11,09tr006,F. graminearum,15-ADON,3,16,0,1,0,1,6.25
BRS Guamirim,2,11,09tr006,F. graminearum,15-ADON,4,16,2,1,0,3,18.75
BRS Guamirim,2,11,09tr006,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,2,11,09tr006,F. graminearum,15-ADON,6,17,2,1,0,3,17.65
BRS Guamirim,2,17,09tr006,F. graminearum,15-ADON,1,18,2,1,2,5,27.78
BRS Guamirim,2,17,09tr006,F. graminearum,15-ADON,2,13,4,1,1,6,46.15
BRS Guamirim,2,17,09tr006,F. graminearum,15-ADON,3,16,2,1,2,5,31.25
BRS Guamirim,2,17,09tr006,F. graminearum,15-ADON,4,16,4,1,2,7,43.75
BRS Guamirim,2,17,09tr006,F. graminearum,15-ADON,5,16,0,1,2,3,18.75
BRS Guamirim,2,17,09tr006,F. graminearum,15-ADON,6,17,2,1,2,5,29.41
BRS Guamirim,2,24,09tr006,F. graminearum,15-ADON,1,18,2,1,2,5,27.78
BRS Guamirim,2,24,09tr006,F. graminearum,15-ADON,2,13,4,1,2,7,53.85
BRS Guamirim,2,24,09tr006,F. graminearum,15-ADON,3,16,2,1,3,6,37.5
BRS Guamirim,2,24,09tr006,F. graminearum,15-ADON,4,16,4,1,2,7,43.75
BRS Guamirim,2,24,09tr006,F. graminearum,15-ADON,5,16,2,1,4,7,43.75
BRS Guamirim,2,24,09tr006,F. graminearum,15-ADON,6,17,2,1,2,5,29.41
BRS 194,1,4,09tr125,F. graminearum,15-ADON,1,17,0,1,0,1,5.88
BRS 194,1,4,09tr125,F. graminearum,15-ADON,2,21,0,1,0,1,4.76
BRS 194,1,4,09tr125,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,4,09tr125,F. graminearum,15-ADON,4,17,0,1,0,1,5.88
BRS 194,1,4,09tr125,F. graminearum,15-ADON,5,18,0,1,0,1,5.56
BRS 194,1,4,09tr125,F. graminearum,15-ADON,6,17,0,1,0,1,5.88
BRS 194,1,4,09tr125,F. graminearum,15-ADON,7,18,0,1,0,1,5.56
BRS 194,1,4,09tr125,F. graminearum,15-ADON,8,17,0,1,0,1,5.88
BRS 194,1,7,09tr125,F. graminearum,15-ADON,1,17,1,1,0,2,11.76
BRS 194,1,7,09tr125,F. graminearum,15-ADON,2,21,0,1,0,1,4.76
BRS 194,1,7,09tr125,F. graminearum,15-ADON,3,18,0,1,0,1,5.56
BRS 194,1,7,09tr125,F. graminearum,15-ADON,4,17,1,1,0,2,11.76
BRS 194,1,7,09tr125,F. graminearum,15-ADON,5,18,0,1,0,1,5.56
BRS 194,1,7,09tr125,F. graminearum,15-ADON,6,17,1,1,1,3,17.65
BRS 194,1,7,09tr125,F. graminearum,15-ADON,7,18,1,1,0,2,11.11
BRS 194,1,7,09tr125,F. graminearum,15-ADON,8,17,0,1,0,1,5.88
BRS 194,1,11,09tr125,F. graminearum,15-ADON,1,17,5,1,2,8,47.06
BRS 194,1,11,09tr125,F. graminearum,15-ADON,2,21,2,1,1,4,19.05
BRS 194,1,11,09tr125,F. graminearum,15-ADON,3,18,2,1,3,6,33.33
BRS 194,1,11,09tr125,F. graminearum,15-ADON,4,17,2,1,2,5,29.41
BRS 194,1,11,09tr125,F. graminearum,15-ADON,5,18,1,1,1,3,16.67
BRS 194,1,11,09tr125,F. graminearum,15-ADON,6,17,0,1,3,4,23.53
BRS 194,1,11,09tr125,F. graminearum,15-ADON,7,18,2,1,0,3,16.67
BRS 194,1,11,09tr125,F. graminearum,15-ADON,8,17,0,1,1,2,11.76
BRS 194,1,15,09tr125,F. graminearum,15-ADON,1,17,5,1,2,8,47.06
BRS 194,1,15,09tr125,F. graminearum,15-ADON,2,21,2,1,1,4,19.05
BRS 194,1,15,09tr125,F. graminearum,15-ADON,3,18,2,1,4,7,38.89
BRS 194,1,15,09tr125,F. graminearum,15-ADON,4,17,3,1,3,7,41.18
BRS 194,1,15,09tr125,F. graminearum,15-ADON,5,18,0,1,2,3,16.67
BRS 194,1,15,09tr125,F. graminearum,15-ADON,6,17,0,1,3,4,23.53
BRS 194,1,15,09tr125,F. graminearum,15-ADON,7,18,4,1,2,7,38.89
BRS 194,1,15,09tr125,F. graminearum,15-ADON,8,17,1,1,1,3,17.65
BRS 194,1,19,09tr125,F. graminearum,15-ADON,1,17,5,1,3,9,52.94
BRS 194,1,19,09tr125,F. graminearum,15-ADON,2,21,2,1,2,5,23.81
BRS 194,1,19,09tr125,F. graminearum,15-ADON,3,18,2,1,4,7,38.89
BRS 194,1,19,09tr125,F. graminearum,15-ADON,4,17,4,1,3,8,47.06
BRS 194,1,19,09tr125,F. graminearum,15-ADON,5,18,1,1,2,4,22.22
BRS 194,1,19,09tr125,F. graminearum,15-ADON,6,17,0,1,3,4,23.53
BRS 194,1,19,09tr125,F. graminearum,15-ADON,7,18,4,1,2,7,38.89
BRS 194,1,19,09tr125,F. graminearum,15-ADON,8,17,1,1,1,3,17.65
BRS 194,2,4,09tr125,F. graminearum,15-ADON,1,18,1,1,1,3,16.67
BRS 194,2,4,09tr125,F. graminearum,15-ADON,2,19,1,1,0,2,10.53
BRS 194,2,4,09tr125,F. graminearum,15-ADON,3,22,1,1,1,3,13.64
BRS 194,2,4,09tr125,F. graminearum,15-ADON,4,18,1,1,1,3,16.67
BRS 194,2,4,09tr125,F. graminearum,15-ADON,5,15,3,1,1,5,33.33
BRS 194,2,7,09tr125,F. graminearum,15-ADON,1,18,4,1,2,7,38.89
BRS 194,2,7,09tr125,F. graminearum,15-ADON,2,19,2,1,1,4,21.05
BRS 194,2,7,09tr125,F. graminearum,15-ADON,3,22,1,1,1,3,13.64
BRS 194,2,7,09tr125,F. graminearum,15-ADON,4,18,1,1,1,3,16.67
BRS 194,2,7,09tr125,F. graminearum,15-ADON,5,15,4,1,2,7,46.67
BRS 194,2,11,09tr125,F. graminearum,15-ADON,1,20,4,1,2,7,35
BRS 194,2,11,09tr125,F. graminearum,15-ADON,2,19,3,1,2,6,31.58
BRS 194,2,11,09tr125,F. graminearum,15-ADON,3,22,1,1,0,2,9.09
BRS 194,2,11,09tr125,F. graminearum,15-ADON,4,19,3,1,2,6,31.58
BRS 194,2,11,09tr125,F. graminearum,15-ADON,5,20,4,1,6,11,55
BRS 194,2,20,09tr125,F. graminearum,15-ADON,1,20,4,1,2,7,35
BRS 194,2,20,09tr125,F. graminearum,15-ADON,2,19,3,1,2,6,31.58
BRS 194,2,20,09tr125,F. graminearum,15-ADON,3,22,1,1,0,2,9.09
BRS 194,2,20,09tr125,F. graminearum,15-ADON,4,19,3,1,2,6,31.58
BRS 194,2,20,09tr125,F. graminearum,15-ADON,5,20,4,1,6,11,55
BRS Guamirim,1,4,09tr125,F. graminearum,15-ADON,1,16,1,1,1,3,18.75
BRS Guamirim,1,4,09tr125,F. graminearum,15-ADON,2,16,0,1,0,1,6.25
BRS Guamirim,1,4,09tr125,F. graminearum,15-ADON,3,14,0,1,1,2,14.286
BRS Guamirim,1,4,09tr125,F. graminearum,15-ADON,4,16,1,1,2,4,25
BRS Guamirim,1,4,09tr125,F. graminearum,15-ADON,5,16,0,1,0,1,6.25
BRS Guamirim,1,4,09tr125,F. graminearum,15-ADON,6,16,1,1,0,2,12.5
BRS Guamirim,1,7,09tr125,F. graminearum,15-ADON,1,16,2,1,1,4,25
BRS Guamirim,1,7,09tr125,F. graminearum,15-ADON,2,16,1,1,0,2,12.5
BRS Guamirim,1,7,09tr125,F. graminearum,15-ADON,3,14,2,1,1,4,28.571
BRS Guamirim,1,7,09tr125,F. graminearum,15-ADON,4,16,2,1,2,5,31.25
BRS Guamirim,1,7,09tr125,F. graminearum,15-ADON,5,16,1,1,1,3,18.75
BRS Guamirim,1,7,09tr125,F. graminearum,15-ADON,6,16,2,1,1,4,25
BRS Guamirim,1,11,09tr125,F. graminearum,15-ADON,1,16,2,1,2,5,31.25
BRS Guamirim,1,11,09tr125,F. graminearum,15-ADON,2,16,1,1,0,2,12.5
BRS Guamirim,1,11,09tr125,F. graminearum,15-ADON,3,14,2,1,1,4,28.571
BRS Guamirim,1,11,09tr125,F. graminearum,15-ADON,4,16,2,1,2,5,31.25
BRS Guamirim,1,11,09tr125,F. graminearum,15-ADON,5,16,1,1,1,3,18.75
BRS Guamirim,1,11,09tr125,F. graminearum,15-ADON,6,16,2,1,1,4,25
BRS Guamirim,1,17,09tr125,F. graminearum,15-ADON,1,16,3,1,3,7,43.75
BRS Guamirim,1,17,09tr125,F. graminearum,15-ADON,2,16,2,1,2,5,31.25
BRS Guamirim,1,17,09tr125,F. graminearum,15-ADON,3,14,2,1,4,7,50
BRS Guamirim,1,17,09tr125,F. graminearum,15-ADON,4,16,3,1,4,8,50
BRS Guamirim,1,17,09tr125,F. graminearum,15-ADON,5,16,1,1,3,5,31.25
BRS Guamirim,1,17,09tr125,F. graminearum,15-ADON,6,16,2,1,1,4,25
BRS Guamirim,1,24,09tr125,F. graminearum,15-ADON,1,16,2,1,5,8,50
BRS Guamirim,1,24,09tr125,F. graminearum,15-ADON,2,16,2,1,4,7,43.75
BRS Guamirim,1,24,09tr125,F. graminearum,15-ADON,3,14,3,1,5,9,64.286
BRS Guamirim,1,24,09tr125,F. graminearum,15-ADON,4,16,3,1,6,10,62.5
BRS Guamirim,1,24,09tr125,F. graminearum,15-ADON,5,16,1,1,4,6,37.5
BRS Guamirim,1,24,09tr125,F. graminearum,15-ADON,6,16,2,1,3,6,37.5
BRS Guamirim,2,4,09tr125,F. graminearum,15-ADON,1,18,0,1,0,1,5.56
BRS Guamirim,2,4,09tr125,F. graminearum,15-ADON,2,18,0,1,0,1,5.56
BRS Guamirim,2,4,09tr125,F. graminearum,15-ADON,3,17,0,1,0,1,5.88
BRS Guamirim,2,4,09tr125,F. graminearum,15-ADON,4,18,1,1,0,2,11.11
BRS Guamirim,2,4,09tr125,F. graminearum,15-ADON,5,16,1,1,0,2,12.5
BRS Guamirim,2,4,09tr125,F. graminearum,15-ADON,6,20,1,1,0,2,10
BRS Guamirim,2,7,09tr125,F. graminearum,15-ADON,1,18,1,1,0,2,11.11
BRS Guamirim,2,7,09tr125,F. graminearum,15-ADON,2,18,1,1,1,3,16.67
BRS Guamirim,2,7,09tr125,F. graminearum,15-ADON,3,17,1,1,0,2,11.76
BRS Guamirim,2,7,09tr125,F. graminearum,15-ADON,4,18,2,1,1,4,22.22
BRS Guamirim,2,7,09tr125,F. graminearum,15-ADON,5,16,2,1,1,4,25
BRS Guamirim,2,7,09tr125,F. graminearum,15-ADON,6,20,2,1,1,4,20
BRS Guamirim,2,11,09tr125,F. graminearum,15-ADON,1,18,1,1,0,2,11.11
BRS Guamirim,2,11,09tr125,F. graminearum,15-ADON,2,18,1,1,1,3,16.67
BRS Guamirim,2,11,09tr125,F. graminearum,15-ADON,3,17,1,1,0,2,11.76
BRS Guamirim,2,11,09tr125,F. graminearum,15-ADON,4,18,2,1,2,5,27.78
BRS Guamirim,2,11,09tr125,F. graminearum,15-ADON,5,16,2,1,2,5,31.25
BRS Guamirim,2,11,09tr125,F. graminearum,15-ADON,6,20,2,1,2,5,25
BRS Guamirim,2,17,09tr125,F. graminearum,15-ADON,1,18,1,1,2,4,22.22
BRS Guamirim,2,17,09tr125,F. graminearum,15-ADON,2,18,2,1,2,5,27.78
BRS Guamirim,2,17,09tr125,F. graminearum,15-ADON,3,17,1,1,2,4,23.53
BRS Guamirim,2,17,09tr125,F. graminearum,15-ADON,4,18,2,1,3,6,33.33
BRS Guamirim,2,17,09tr125,F. graminearum,15-ADON,5,16,3,1,4,8,50
BRS Guamirim,2,17,09tr125,F. graminearum,15-ADON,6,20,2,1,2,5,25
BRS Guamirim,2,24,09tr125,F. graminearum,15-ADON,1,18,4,1,3,8,44.44
BRS Guamirim,2,24,09tr125,F. graminearum,15-ADON,2,18,4,1,4,9,50
BRS Guamirim,2,24,09tr125,F. graminearum,15-ADON,3,17,2,1,4,7,41.18
BRS Guamirim,2,24,09tr125,F. graminearum,15-ADON,4,18,2,1,5,8,44.44
BRS Guamirim,2,24,09tr125,F. graminearum,15-ADON,5,16,4,1,8,13,81.25
BRS Guamirim,2,24,09tr125,F. graminearum,15-ADON,6,20,2,1,3,6,30
BRS Guamirim,1,4,10tr008,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS Guamirim,1,4,10tr008,F. graminearum,15-ADON,2,13,0,1,0,1,7.692
BRS Guamirim,1,4,10tr008,F. graminearum,15-ADON,3,14,0,1,0,1,7.143
BRS Guamirim,1,4,10tr008,F. graminearum,15-ADON,4,15,0,1,0,1,6.667
BRS Guamirim,1,4,10tr008,F. graminearum,15-ADON,5,16,1,1,0,2,12.5
BRS Guamirim,1,7,10tr008,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS Guamirim,1,7,10tr008,F. graminearum,15-ADON,2,13,0,1,0,1,7.692
BRS Guamirim,1,7,10tr008,F. graminearum,15-ADON,3,14,0,1,0,1,7.143
BRS Guamirim,1,7,10tr008,F. graminearum,15-ADON,4,15,0,1,0,1,6.667
BRS Guamirim,1,7,10tr008,F. graminearum,15-ADON,5,16,1,1,0,2,12.5
BRS Guamirim,1,11,10tr008,F. graminearum,15-ADON,1,16,0,1,0,1,6.25
BRS Guamirim,1,11,10tr008,F. graminearum,15-ADON,2,13,0,1,0,1,7.692
BRS Guamirim,1,11,10tr008,F. graminearum,15-ADON,3,14,0,1,0,1,7.143
